input,winner,probabilityBias,probability,harmonyBias,harmony,operation,output,label_cons_(24.64),exhaust_ws_(34.28),case_agr_(21.23),case_mt_(45.34),merge_cond_(36.72),case_(51.44),LB_DP_(78.64),LB_V_(28.97),LB_v_(0.00),LB_DP2_(0.00),LB_T_(20.67),LB_C_(0.00)
unacc_[v [v] [V [V] [DP case_agr]]],0,3.1490108447065786e-20,3.1490108447065786e-20,-103.81854780867317,-103.81854780867317,xMerge,[.. [C] [v [v] [V [V] [DP case_agr]]]],1,0,2,0,1,0,0,0,0,0.0,0,0
unacc_[v [v] [V [V] [DP case_agr]]],0,6.034295766075905e-10,6.034295766075905e-10,-80.14232610858203,-80.14232610858203,iMerge,[.. [V [V] [DP case_agr]] [v [v] [V [V] [DP case_agr]]]],1,1,1,0,0,0,0,0,0,0.0,0,0
unacc_[v [v] [V [V] [DP case_agr]]],1,0.9997197641047287,0.9997197641047287,-58.914214609931186,-58.914214609931186,iMerge,[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],1,1,0,0,0,0,0,0,0,0.0,0,0
unacc_[v [v] [V [V] [DP case_agr]]],0,1.82546533238423e-08,1.82546533238423e-08,-76.73278014753254,-76.73278014753254,rMerge,[v [v] [V [V] [DP case_agr]]],0,1,2,0,0,0,0,0,0,0.0,0,0
unacc_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,1.1694001724693782e-25,1.1694001724693782e-25,-78.6362478792572,-78.6362478792572,Label,[DP case_agr [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,0,0,0,0,0,1,0,0,0.0,0,0
unacc_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],1,1.0,1.0,-21.228111498650836,-21.228111498650836,Label,[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,0,1,0,0,0,0,0,1,0.0,0,0
unacc_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,3.714775929111758e-18,3.714775929111758e-18,-61.3623248113715,-61.3623248113715,xMerge,[.. [T case] [.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0
unacc_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,3.714775929111758e-18,3.714775929111758e-18,-61.3623248113715,-61.3623248113715,xMerge,[.. [C] [.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0
unacc_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,4.828508427802316e-33,4.828508427802316e-33,-95.63888196160237,-95.63888196160237,iMerge,[.. [DP case_agr] [.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0
unacc_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,1.759177345493207e-51,1.759177345493207e-51,-138.09510495890405,-138.09510495890405,iMerge,[.. [v [v] [V [V] [DP case_agr]]] [.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,1,2,0,1,0,0,0,0,0.0,0,0
unacc_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,2.914481538578128e-42,2.914481538578128e-42,-116.86699346025321,-116.86699346025321,iMerge,[.. [V [V] [DP case_agr]] [.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0
unacc_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,4.2966836013046505e-17,4.2966836013046505e-17,-58.914214609931186,-58.914214609931186,rMerge,[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],1,1,0,0,0,0,0,0,0,0.0,0,0
unacc_[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],1,0.9999327063976492,0.9999327063976492,-45.865768958351154,-45.865768958351154,xMerge,[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,0,1,0,0,0,0,0,0,0.0,0,0
unacc_[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,1.1237000319525875e-16,1.1237000319525875e-16,-82.59043631002234,-82.59043631002234,xMerge,[.. [C] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,0,1,0,1,0,0,0,0,0.0,0,0
unacc_[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,2.1532915190016526e-06,2.1532915190016526e-06,-58.914214609931186,-58.914214609931186,iMerge,[.. [DP case_agr] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0
unacc_[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,1.2997240189479378e-15,1.2997240189479378e-15,-80.14232610858203,-80.14232610858203,iMerge,[.. [V [V] [DP case_agr]] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,1,1,0,0,0,0,0,0,0.0,0,0
unacc_[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,6.514031083051526e-05,6.514031083051526e-05,-55.504668648881704,-55.504668648881704,rMerge,[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,1,1,0,0,0,0,0,0,0.0,0,0
unacc_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,0.9999281869970712,0.9999281869970712,-63.13034082250967,-63.13034082250967,Label,[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,0,2,0,0,0,0,0,0,0.0,1,0
unacc_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,7.176856334126979e-05,7.176856334126979e-05,-72.6723330211891,-72.6723330211891,Label,[v [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,0,1,0,0,1,0,0,1,0.0,0,0
unacc_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,3.5363620663108567e-09,3.5363620663108567e-09,-82.59043631002234,-82.59043631002234,xMerge,[.. [C] [.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,0,1,0,1,0,0,0,0,0.0,0,0
unacc_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,4.596604039324967e-24,4.596604039324967e-24,-116.86699346025321,-116.86699346025321,iMerge,[.. [T case] [.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0
unacc_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,4.596604039324967e-24,4.596604039324967e-24,-116.86699346025321,-116.86699346025321,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0
unacc_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,7.61533090855631e-15,7.61533090855631e-15,-95.63888196160237,-95.63888196160237,iMerge,[.. [DP case_agr] [.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0
unacc_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,4.596604039324967e-24,4.596604039324967e-24,-116.86699346025321,-116.86699346025321,iMerge,[.. [V [V] [DP case_agr]] [.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0
unacc_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,4.090321782134214e-08,4.090321782134214e-08,-80.14232610858203,-80.14232610858203,rMerge,[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,1,1,0,0,0,0,0,0,0.0,0,0
unacc_[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,0.0002802170370193361,0.0002802170370193361,-67.093880457002,-67.093880457002,xMerge,[.. [C] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,0,2,0,0,0,0,0,0,0.0,0,0
unacc_[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,6.034295762434632e-10,6.034295762434632e-10,-80.14232610858203,-80.14232610858203,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1,1,0,0,0,0,0,0,0.0,0,0
unacc_[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,0.9997197635014682,0.9997197635014682,-58.914214609931186,-58.914214609931186,iMerge,[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0
unacc_[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,6.034295762434632e-10,6.034295762434632e-10,-80.14232610858203,-80.14232610858203,iMerge,[.. [V [V] [DP case_agr]] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1,1,0,0,0,0,0,0,0.0,0,0
unacc_[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,1.8254653312826902e-08,1.8254653312826902e-08,-76.73278014753254,-76.73278014753254,rMerge,[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,1,2,0,0,0,0,0,0,0.0,0,0
unacc_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1.0,1.0,0.0,0.0,Agree,[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,0,0,0,0,0,0,0,0,0.0,0,0
unacc_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,3.2119585743984437e-57,3.2119585743984437e-57,-130.08046940179548,-130.08046940179548,Label,[DP case_agr [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,0,0,0,0,1,1,0,0,0.0,0,0
unacc_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,6.340054997068765e-19,6.340054997068765e-19,-41.90222932385883,-41.90222932385883,Label,[T case [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,0,1,0,0,0,0,0,0,0.0,1,0
unacc_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,2.242234020554142e-27,2.242234020554142e-27,-61.3623248113715,-61.3623248113715,xMerge,[.. [C] [.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0
unacc_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,2.9144815385781594e-42,2.9144815385781594e-42,-95.63888196160237,-95.63888196160237,iMerge,[.. [DP case_agr] [.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0
unacc_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1.0618372056685974e-60,1.0618372056685974e-60,-138.09510495890405,-138.09510495890405,iMerge,[.. [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]] [.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,2,0,1,0,0,0,0,0.0,0,0
unacc_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1.7591773454932005e-51,1.7591773454932005e-51,-116.86699346025321,-116.86699346025321,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0
unacc_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1.7591773454932005e-51,1.7591773454932005e-51,-116.86699346025321,-116.86699346025321,iMerge,[.. [V [V] [DP case_agr]] [.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0
unacc_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,2.5934727505101524e-26,2.5934727505101524e-26,-58.914214609931186,-58.914214609931186,rMerge,[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0
unacc_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,3.057913703295139e-48,3.057913703295139e-48,-130.08046940179548,-130.08046940179548,Label,[DP [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,0,0,0,0,1,1,0,0,0.0,0,0
unacc_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1.0,1.0,-20.674117825208,-20.674117825208,Label,[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,0,0,0,0,0,0,0,0,0.0,1,0
unacc_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,2.134696939150657e-18,2.134696939150657e-18,-61.3623248113715,-61.3623248113715,xMerge,[.. [C] [.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,0,0,0,1,0,0,0,0,0.0,0,0
unacc_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,2.774703604789795e-33,2.774703604789795e-33,-95.63888196160237,-95.63888196160237,iMerge,[.. [DP] [.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0
unacc_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1.0109117121757222e-51,1.0109117121757222e-51,-138.09510495890405,-138.09510495890405,iMerge,[.. [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]] [.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,2,0,1,0,0,0,0,0.0,0,0
unacc_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1.674807562646575e-42,1.674807562646575e-42,-116.86699346025321,-116.86699346025321,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0
unacc_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1.674807562646575e-42,1.674807562646575e-42,-116.86699346025321,-116.86699346025321,iMerge,[.. [V [V] [DP case_agr]] [.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0
unacc_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,2.4690903320236086e-17,2.4690903320236086e-17,-58.914214609931186,-58.914214609931186,rMerge,[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0
unacc_[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,0.9999348595489017,0.9999348595489017,-24.63765745970032,-24.63765745970032,xMerge,[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,0,0,0,0,0,0,0,0,0.0,0,0
unacc_[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1.2997268176386805e-15,1.2997268176386805e-15,-58.914214609931186,-58.914214609931186,iMerge,[.. [DP] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0
unacc_[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,7.845134521028423e-25,7.845134521028423e-25,-80.14232610858203,-80.14232610858203,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,1,0,0,0,0,0,0,0.0,0,0
unacc_[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,7.845134521028423e-25,7.845134521028423e-25,-80.14232610858203,-80.14232610858203,iMerge,[.. [V [V] [DP case_agr]] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,1,0,0,0,0,0,0,0.0,0,0
unacc_[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,6.514045109689662e-05,6.514045109689662e-05,-34.276557150230865,-34.276557150230865,rMerge,[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1,0,0,0,0,0,0,0,0.0,0,0
unacc_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,0.9999999989496242,0.9999999989496242,0.0,0.0,Label,[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,0,0,0,0,0,0,0,0,0.0,0,1
unacc_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1.0503758060809715e-09,1.0503758060809715e-09,-20.674117825208,-20.674117825208,Label,[T [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,0,0,0,0,0,0,0,0,0.0,1,0
unacc_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,2.914481535516859e-42,2.914481535516859e-42,-95.63888196160237,-95.63888196160237,iMerge,[.. [C] [.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0
unacc_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,2.914481535516859e-42,2.914481535516859e-42,-95.63888196160237,-95.63888196160237,iMerge,[.. [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]] [.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0
unacc_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,2.914481535516859e-42,2.914481535516859e-42,-95.63888196160237,-95.63888196160237,iMerge,[.. [DP] [.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],1,1,0,0,1,0,0,0,0,0.0,0,0
unacc_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1.759177343645403e-51,1.759177343645403e-51,-116.86699346025321,-116.86699346025321,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0
unacc_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1.759177343645403e-51,1.759177343645403e-51,-116.86699346025321,-116.86699346025321,iMerge,[.. [V [V] [DP case_agr]] [.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],1,1,1,0,1,0,0,0,0,0.0,0,0
unacc_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,2.5934727477860315e-26,2.5934727477860315e-26,-58.914214609931186,-58.914214609931186,rMerge,[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0
unacc_[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1.9952683711899188e-11,1.9952683711899188e-11,-58.914214609931186,-58.914214609931186,iMerge,[.. [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]] [C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0
unacc_[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1.9952683711899188e-11,1.9952683711899188e-11,-58.914214609931186,-58.914214609931186,iMerge,[.. [DP] [C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],1,1,0,0,0,0,0,0,0,0.0,0,0
unacc_[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1.2043414481495838e-20,1.2043414481495838e-20,-80.14232610858203,-80.14232610858203,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],1,1,1,0,0,0,0,0,0,0.0,0,0
unacc_[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1.2043414481495838e-20,1.2043414481495838e-20,-80.14232610858203,-80.14232610858203,iMerge,[.. [V [V] [DP case_agr]] [C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],1,1,1,0,0,0,0,0,0,0.0,0,0
unacc_[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,0.9999999999600947,0.9999999999600947,-34.276557150230865,-34.276557150230865,rMerge,[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1,0,0,0,0,0,0,0,0.0,0,0
