input,winner,probability,harmony,operation,output,merge_cond_(68.93),exhaust_ws_(51.72),label_cons_(47.26),case_agr_(27.57),wh_agr_(0.00),foc_agr_(0.00),cl_agr_(0.00),case_(79.98),wh_(10.09),foc_(22.63),cl_(0.00),case_mt_(82.62),wh_mt_(0.00),foc_mt_(0.00),cl_mt_(0.00),LB_DP_(100.00),LB_V_(68.31),LB_v_(21.04),LB_T_(34.16),LB_C_(0.00),LB_DP2_(0.00)
remnant_[C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],1,0.9203751002253765,-119.16537418257927,iMerge,[.. [DP foc] [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]],0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0
remnant_[C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],0,1.3625557080714316e-10,-141.79888900474535,iMerge,[.. [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]] [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]],0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0.0
remnant_[C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],0,4.876306401862866e-16,-154.33937364766805,iMerge,[.. [v [v] [V wh [V wh] [DP foc]]] [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]],0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0.0
remnant_[C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],0,9.998516725505908e-10,-139.80581438357967,rMerge,[C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]],0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0.0
remnant_[.. [DP foc] [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]],0,1.0394774933851805e-38,-130.2790905377302,Label,[DP foc [DP foc] [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]],0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0.0
remnant_[.. [DP foc] [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]],1,1.0,-42.819575180652905,Label,[C [DP foc] [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]],0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0.0
remnant_[.. [DP foc] [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]],0,6.973338977151171e-34,-119.16537418257927,iMerge,[.. [DP foc] [.. [DP foc] [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]]],0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0
remnant_[.. [DP foc] [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]],0,2.262606325537086e-63,-187.06591864907753,iMerge,[.. [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]] [.. [DP foc] [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]]],0,1,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0.0
remnant_[.. [DP foc] [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]],0,3.6945955500442545e-49,-154.33937364766805,iMerge,[.. [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]] [.. [DP foc] [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]]],0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0.0
remnant_[.. [DP foc] [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]],0,6.032881692385004e-35,-121.61282864625855,iMerge,[.. [V wh [V wh] [DP foc]] [.. [DP foc] [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]]],0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
remnant_[.. [DP foc] [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]],0,1.0323576577970912e-43,-141.79888900474535,iMerge,[.. [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]] [.. [DP foc] [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]]],0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0.0
remnant_[.. [DP foc] [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]],0,3.6945955500442545e-49,-154.33937364766805,iMerge,[.. [v [v] [V wh [V wh] [DP foc]]] [.. [DP foc] [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]]],0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0.0
remnant_[.. [DP foc] [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]],0,6.973338977151171e-34,-119.16537418257927,rMerge,[.. [DP foc] [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]],0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0
remnant_[C [DP foc] [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]],0,2.0174746975186653e-11,-119.16537418257927,iMerge,[.. [DP foc] [C [DP foc] [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]]],0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0
remnant_[C [DP foc] [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]],0,1.0688929742555599e-26,-154.33937364766805,iMerge,[.. [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]] [C [DP foc] [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]]],0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0.0
remnant_[C [DP foc] [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]],0,1.7453885731627871e-12,-121.61282864625855,iMerge,[.. [V wh [V wh] [DP foc]] [C [DP foc] [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]]],0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
remnant_[C [DP foc] [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]],0,2.9867405847035643e-21,-141.79888900474535,iMerge,[.. [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]] [C [DP foc] [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]]],0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0.0
remnant_[C [DP foc] [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]],0,1.0688929742555599e-26,-154.33937364766805,iMerge,[.. [v [v] [V wh [V wh] [DP foc]]] [C [DP foc] [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]]],0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0.0
remnant_[C [DP foc] [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]],1,0.9999999999780799,-94.53878473924749,rMerge,[C [DP foc] [C [C] [T [V wh [V wh] [DP foc]] [T [T case] [DP2 [DP foc] [DP2 case_agr [DP2 case_agr] [v [v] [V wh [V wh] [DP foc]]]]]]]]],0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[DP case_agr],0,4.363268156717398e-16,-82.61673813841145,mtAgree,[DP],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
accusative_[DP case_agr],1,0.9885596826644168,-47.26010426549789,xMerge,[.. [V] [DP case_agr]],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[DP case_agr],0,1.144405412907411e-30,-116.19126558203385,xMerge,[.. [v case] [DP case_agr]],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[DP case_agr],0,1.144405412907411e-30,-116.19126558203385,xMerge,[.. [DP2 case_agr] [DP case_agr]],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[DP case_agr],0,1.144405412907411e-30,-116.19126558203385,xMerge,[.. [T case] [DP case_agr]],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[DP case_agr],0,1.144405412907411e-30,-116.19126558203385,xMerge,[.. [C] [DP case_agr]],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[DP case_agr],0,0.011440317335582557,-51.71920955859458,rMerge,[DP case_agr],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[.. [V] [DP case_agr]],1,0.9037845911640521,-95.880503345735,Label,[V [V] [DP case_agr]],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
accusative_[.. [V] [DP case_agr]],0,0.014688933595193564,-100.0,Label,[DP case_agr [V] [DP case_agr]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
accusative_[.. [V] [DP case_agr]],0,1.365252467695342e-09,-116.19126558203385,xMerge,[.. [v case] [.. [V] [DP case_agr]]],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[.. [V] [DP case_agr]],0,1.365252467695342e-09,-116.19126558203385,xMerge,[.. [DP2 case_agr] [.. [V] [DP case_agr]]],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[.. [V] [DP case_agr]],0,1.365252467695342e-09,-116.19126558203385,xMerge,[.. [T case] [.. [V] [DP case_agr]]],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[.. [V] [DP case_agr]],0,1.365252467695342e-09,-116.19126558203385,xMerge,[.. [C] [.. [V] [DP case_agr]]],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[.. [V] [DP case_agr]],0,4.718952985201002e-32,-167.91047514062842,iMerge,[.. [V] [.. [V] [DP case_agr]]],1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[.. [V] [DP case_agr]],0,0.04076323488987226,-98.97931382409246,iMerge,[.. [DP case_agr] [.. [V] [DP case_agr]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[.. [V] [DP case_agr]],0,0.04076323488987226,-98.97931382409246,rMerge,[.. [V] [DP case_agr]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[V [V] [DP case_agr]],1,0.9885596826326825,-74.82872873619746,xMerge,[.. [v case] [V [V] [DP case_agr]]],0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[V [V] [DP case_agr]],0,1.1444054128706737e-30,-143.75989005273343,xMerge,[.. [DP2 case_agr] [V [V] [DP case_agr]]],1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[V [V] [DP case_agr]],0,1.1444054128706737e-30,-143.75989005273343,xMerge,[.. [T case] [V [V] [DP case_agr]]],1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[V [V] [DP case_agr]],0,1.1444054128706737e-30,-143.75989005273343,xMerge,[.. [C] [V [V] [DP case_agr]]],1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[V [V] [DP case_agr]],0,3.2102367034416705e-11,-98.97931382409246,iMerge,[.. [DP case_agr] [V [V] [DP case_agr]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[V [V] [DP case_agr]],0,0.011440317335215222,-79.28783402929416,rMerge,[V [V] [DP case_agr]],0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[.. [v case] [V [V] [DP case_agr]]],1,0.999999999874562,-76.1801042964974,Label,[v case [v case] [V [V] [DP case_agr]]],0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
accusative_[.. [v case] [V [V] [DP case_agr]]],0,5.100955696189688e-44,-175.86442047452553,Label,[V [v case] [V [V] [DP case_agr]]],0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0
accusative_[.. [v case] [V [V] [DP case_agr]]],0,4.471692773452733e-30,-143.75989005273343,xMerge,[.. [DP2 case_agr] [.. [v case] [V [V] [DP case_agr]]]],1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[.. [v case] [V [V] [DP case_agr]]],0,4.471692773452733e-30,-143.75989005273343,xMerge,[.. [T case] [.. [v case] [V [V] [DP case_agr]]]],1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[.. [v case] [V [V] [DP case_agr]]],0,4.471692773452733e-30,-143.75989005273343,xMerge,[.. [C] [.. [v case] [V [V] [DP case_agr]]]],1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[.. [v case] [V [V] [DP case_agr]]],0,1.5456267951529827e-52,-195.479099611328,iMerge,[.. [v case] [.. [v case] [V [V] [DP case_agr]]]],1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[.. [v case] [V [V] [DP case_agr]]],0,1.335142526329235e-22,-126.54793829479203,iMerge,[.. [V [V] [DP case_agr]] [.. [v case] [V [V] [DP case_agr]]]],0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[.. [v case] [V [V] [DP case_agr]]],0,1.2543799694064437e-10,-98.97931382409246,iMerge,[.. [DP case_agr] [.. [v case] [V [V] [DP case_agr]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[.. [v case] [V [V] [DP case_agr]]],0,1.335142526329235e-22,-126.54793829479203,rMerge,[.. [v case] [V [V] [DP case_agr]]],0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[v case [v case] [V [V] [DP case_agr]]],0,0.03172476957430548,-102.39735320689704,xMerge,[.. [DP2 case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[v case [v case] [V [V] [DP case_agr]]],0,3.672615691368451e-32,-171.328514523433,xMerge,[.. [T case] [v case [v case] [V [V] [DP case_agr]]]],1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[v case [v case] [V [V] [DP case_agr]]],0,3.672615691368451e-32,-171.328514523433,xMerge,[.. [C] [v case [v case] [V [V] [DP case_agr]]]],1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[v case [v case] [V [V] [DP case_agr]]],0,1.030226312936809e-12,-126.54793829479203,iMerge,[.. [V [V] [DP case_agr]] [v case [v case] [V [V] [DP case_agr]]]],0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[v case [v case] [V [V] [DP case_agr]]],1,0.9679080887763726,-98.97931382409246,iMerge,[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[v case [v case] [V [V] [DP case_agr]]],0,0.0003671416482918543,-106.85645849999374,rMerge,[v case [v case] [V [V] [DP case_agr]]],0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],1,1.0,0.0,Agree,[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,6.823040664558254e-79,-179.98391712879055,Label,[DP case_agr [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0
accusative_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,7.732190663613157e-22,-48.61147982579783,Label,[v case [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
accusative_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,3.457598111777479e-51,-116.19126558203385,xMerge,[.. [DP2 case_agr] [.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]]],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,3.457598111777479e-51,-116.19126558203385,xMerge,[.. [T case] [.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]]],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,3.457598111777479e-51,-116.19126558203385,xMerge,[.. [C] [.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]]],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,1.0323576577970764e-43,-98.97931382409246,iMerge,[.. [DP case_agr] [.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,1.1695726961190749e-67,-154.1165627654916,iMerge,[.. [v case [v case] [V [V] [DP case_agr]]] [.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]]],0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,1.0988254316263798e-55,-126.54793829479203,iMerge,[.. [V [V] [DP case_agr]] [.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]]],0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,1.0323576577970764e-43,-98.97931382409246,rMerge,[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,9.392342558833e-70,-179.98391712879055,Label,[DP [DP] [v case [v case] [V [V] [DP case_agr]]]],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0
accusative_[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],1,1.0,-21.042855355098247,Label,[v [DP] [v case [v case] [V [V] [DP case_agr]]]],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
accusative_[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,4.759600227106483e-42,-116.19126558203385,xMerge,[.. [DP2 case_agr] [.. [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,4.759600227106483e-42,-116.19126558203385,xMerge,[.. [T case] [.. [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,4.759600227106483e-42,-116.19126558203385,xMerge,[.. [C] [.. [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,1.4211049357555606e-34,-98.97931382409246,iMerge,[.. [DP] [.. [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
accusative_[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,1.6099900248974186e-58,-154.1165627654916,iMerge,[.. [v case [v case] [V [V] [DP case_agr]]] [.. [DP] [v case [v case] [V [V] [DP case_agr]]]]],0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
