input,winner,probability,harmony,operation,output,merge_cond_(59.09),case_(47.04),label_cons_(44.71),exhaust_ws_(54.45),foc_(17.29),case_mt_(57.30),case_agr_(30.95),LB_DP_(100.00),LB_V_(60.70),LB_v_(23.60),LB_DP2_(5.76),LB_T_(26.63),LB_C_(0.00),wh_agr_(0.00),foc_agr_(0.00),cl_agr_(0.00),wh_(0.00),cl_(0.00),wh_mt_(0.00),foc_mt_(0.00),cl_mt_(0.00)
phrasal_[DP case_agr],0,3.3867364051284326e-06,-57.302510944062774,mtAgree,[DP],0,0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phrasal_[DP case_agr],1,0.9999380929438877,-44.70692904040663,xMerge,[.. [V] [DP case_agr]],0,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phrasal_[DP case_agr],0,2.1725285755218803e-26,-103.79818781791877,xMerge,"[.. [v case,foc] [DP case_agr]]",1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phrasal_[DP case_agr],0,2.1725285755218803e-26,-103.79818781791877,xMerge,[.. [DP2 case_agr] [DP case_agr]],1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phrasal_[DP case_agr],0,2.1725285755218803e-26,-103.79818781791877,xMerge,[.. [T case] [DP case_agr]],1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phrasal_[DP case_agr],0,2.1725285755218803e-26,-103.79818781791877,xMerge,[.. [C] [DP case_agr]],1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phrasal_[DP case_agr],0,5.852031970720499e-05,-54.45300365004881,rMerge,[DP case_agr],0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phrasal_[.. [V] [DP case_agr]],1,0.9991904782628382,-91.65615492614296,Label,[V [V] [DP case_agr]],0,0,0,0,0,0,1,0,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phrasal_[.. [V] [DP case_agr]],0,0.0002376634588500323,-100.0,Label,[DP case_agr [V] [DP case_agr]],0,0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phrasal_[.. [V] [DP case_agr]],0,5.3263586074974165e-06,-103.79818781791877,xMerge,"[.. [v case,foc] [.. [V] [DP case_agr]]]",1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phrasal_[.. [V] [DP case_agr]],0,5.3263586074974165e-06,-103.79818781791877,xMerge,[.. [DP2 case_agr] [.. [V] [DP case_agr]]],1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phrasal_[.. [V] [DP case_agr]],0,5.3263586074974165e-06,-103.79818781791877,xMerge,[.. [T case] [.. [V] [DP case_agr]]],1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phrasal_[.. [V] [DP case_agr]],0,5.3263586074974165e-06,-103.79818781791877,xMerge,[.. [C] [.. [V] [DP case_agr]]],1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phrasal_[.. [V] [DP case_agr]],0,1.1961658367737086e-29,-158.25119146796757,iMerge,[.. [V] [.. [V] [DP case_agr]]],1,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phrasal_[.. [V] [DP case_agr]],0,1.1961658367737086e-29,-158.25119146796757,iMerge,[.. [DP case_agr] [.. [V] [DP case_agr]]],1,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phrasal_[.. [V] [DP case_agr]],0,0.0005505528438818351,-99.15993269045543,rMerge,[.. [V] [DP case_agr]],0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phrasal_[V [V] [DP case_agr]],1,0.9999414794197435,-75.6618838010815,xMerge,"[.. [v case,foc] [V [V] [DP case_agr]]]",0,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phrasal_[V [V] [DP case_agr]],0,2.1725359331929544e-26,-134.75314257859364,xMerge,[.. [DP2 case_agr] [V [V] [DP case_agr]]],1,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phrasal_[V [V] [DP case_agr]],0,2.1725359331929544e-26,-134.75314257859364,xMerge,[.. [T case] [V [V] [DP case_agr]]],1,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phrasal_[V [V] [DP case_agr]],0,2.1725359331929544e-26,-134.75314257859364,xMerge,[.. [C] [V [V] [DP case_agr]]],1,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phrasal_[V [V] [DP case_agr]],0,6.23593552054476e-11,-99.15993269045543,iMerge,[.. [DP case_agr] [V [V] [DP case_agr]]],0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phrasal_[V [V] [DP case_agr]],0,5.8520517897124934e-05,-85.40795841072367,rMerge,[V [V] [DP case_agr]],0,0,0,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [v case,foc] [V [V] [DP case_agr]]]",1,1.0,-85.51088121167516,Label,"[v case,foc [v case,foc] [V [V] [DP case_agr]]]",0,0,0,0,0,0,2,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [v case,foc] [V [V] [DP case_agr]]]",0,2.4611796673496317e-31,-155.99037831991564,Label,"[V [v case,foc] [V [V] [DP case_agr]]]",0,1,0,0,1,0,1,0,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [v case,foc] [V [V] [DP case_agr]]]",0,4.1148841430714165e-22,-134.75314257859364,xMerge,"[.. [DP2 case_agr] [.. [v case,foc] [V [V] [DP case_agr]]]]",1,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [v case,foc] [V [V] [DP case_agr]]]",0,4.1148841430714165e-22,-134.75314257859364,xMerge,"[.. [T case] [.. [v case,foc] [V [V] [DP case_agr]]]]",1,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [v case,foc] [V [V] [DP case_agr]]]",0,4.1148841430714165e-22,-134.75314257859364,xMerge,"[.. [C] [.. [v case,foc] [V [V] [DP case_agr]]]]",1,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [v case,foc] [V [V] [DP case_agr]]]",0,9.240992199240076e-46,-189.20614622864244,iMerge,"[.. [v case,foc] [.. [v case,foc] [V [V] [DP case_agr]]]]",1,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [v case,foc] [V [V] [DP case_agr]]]",0,9.240992199240076e-46,-189.20614622864244,iMerge,"[.. [V [V] [DP case_agr]] [.. [v case,foc] [V [V] [DP case_agr]]]]",1,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [v case,foc] [V [V] [DP case_agr]]]",0,2.5661653925583496e-32,-158.25119146796757,iMerge,"[.. [DP case_agr] [.. [v case,foc] [V [V] [DP case_agr]]]]",1,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [v case,foc] [V [V] [DP case_agr]]]",0,4.2533019913893124e-20,-130.1148874511303,rMerge,"[.. [v case,foc] [V [V] [DP case_agr]]]",0,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[v case,foc [v case,foc] [V [V] [DP case_agr]]]",0,0.0005771068200592174,-106.61683856175637,xMerge,"[.. [DP2 case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,0,1,0,0,0,2,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[v case,foc [v case,foc] [V [V] [DP case_agr]]]",0,1.2538586804069072e-29,-165.7080973392685,xMerge,"[.. [T case] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",1,0,1,0,0,0,2,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[v case,foc [v case,foc] [V [V] [DP case_agr]]]",0,1.2538586804069072e-29,-165.7080973392685,xMerge,"[.. [C] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",1,0,1,0,0,0,2,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[v case,foc [v case,foc] [V [V] [DP case_agr]]]",0,3.599011534599261e-14,-130.1148874511303,iMerge,"[.. [V [V] [DP case_agr]] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[v case,foc [v case,foc] [V [V] [DP case_agr]]]",1,0.9994228594053383,-99.15993269045543,iMerge,"[.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[v case,foc [v case,foc] [V [V] [DP case_agr]]]",0,3.377456649905772e-08,-116.36291317139853,rMerge,"[v case,foc [v case,foc] [V [V] [DP case_agr]]]",0,0,0,1,0,0,2,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",1,1.0,0.0,Agree,"[.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,4.2712362352837063e-72,-164.33422339377267,Label,"[DP case_agr [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,1,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,2.026106114590273e-24,-54.55592645100029,Label,"[v case,foc [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,0,0,0,0,0,1,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,8.337191923107552e-46,-103.79818781791877,xMerge,"[.. [DP2 case_agr] [.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,8.337191923107552e-46,-103.79818781791877,xMerge,"[.. [T case] [.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,8.337191923107552e-46,-103.79818781791877,xMerge,"[.. [C] [.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,1.872323079976133e-69,-158.25119146796757,iMerge,"[.. [DP case_agr] [.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,2.428000157610782e-96,-220.1611009893173,iMerge,"[.. [v case,foc [v case,foc] [V [V] [DP case_agr]]] [.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,0,1,1,0,0,2,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,6.742403676197648e-83,-189.20614622864244,iMerge,"[.. [V [V] [DP case_agr]] [.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,8.61764117195287e-44,-99.15993269045543,rMerge,"[.. [DP case_agr] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,7.5914609937849265e-62,-164.33422339377267,Label,"[DP [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,1,0,0,1,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",1,1.0,-23.60097169032542,Label,"[v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,1.481806760280159e-35,-103.79818781791877,xMerge,"[.. [DP2 case_agr] [.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,1.481806760280159e-35,-103.79818781791877,xMerge,"[.. [T case] [.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,1.481806760280159e-35,-103.79818781791877,xMerge,"[.. [C] [.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,3.32776433951047e-59,-158.25119146796757,iMerge,"[.. [DP] [.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,4.315394296654163e-86,-220.1611009893173,iMerge,"[.. [v case,foc [v case,foc] [V [V] [DP case_agr]]] [.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,0,1,1,0,0,2,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,1.198357845192019e-72,-189.20614622864244,iMerge,"[.. [V [V] [DP case_agr]] [.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,1.5316522714171495e-33,-99.15993269045543,rMerge,"[.. [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",1,0.9999414794820993,-44.70692904040663,xMerge,"[.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,2.1725359333284173e-26,-103.79818781791877,xMerge,"[.. [T case] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,2.1725359333284173e-26,-103.79818781791877,xMerge,"[.. [C] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,2.2456164232836388e-24,-99.15993269045543,iMerge,"[.. [DP] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,8.086666553226714e-38,-130.1148874511303,iMerge,"[.. [V [V] [DP case_agr]] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,5.852051790077341e-05,-54.45300365004881,rMerge,"[v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]",0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,0.9999999999999791,-23.054694257348416,Label,"[DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,0,0,0,1,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,2.0853967152710912e-14,-54.55592645100029,Label,"[v foc [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,0,0,0,0,0,1,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,8.581165875682231e-36,-103.79818781791877,xMerge,"[.. [T case] [.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,8.581165875682231e-36,-103.79818781791877,xMerge,"[.. [C] [.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,1.927113477814103e-59,-158.25119146796757,iMerge,"[.. [DP2 case_agr] [.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",1,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,1.927113477814103e-59,-158.25119146796757,iMerge,"[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",1,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,1.927113477814103e-59,-158.25119146796757,iMerge,"[.. [DP] [.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",1,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,6.939708822811432e-73,-189.20614622864244,iMerge,"[.. [V [V] [DP case_agr]] [.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",1,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,8.869822001899263e-34,-99.15993269045543,rMerge,"[.. [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,3.3867364051284084e-06,-74.59505874110633,mtAgree,"[DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,0,0,0,1,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",1,0.9999380929438877,-61.999476837450175,xMerge,"[.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,0,1,0,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,2.1725285755218646e-26,-121.09073561496233,xMerge,"[.. [C] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",1,0,1,0,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,7.267619663789761e-17,-99.15993269045543,iMerge,"[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,2.2456088179727302e-24,-116.45248048749899,iMerge,"[.. [DP] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,0,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,8.086639165818759e-38,-147.40743524817384,iMerge,"[.. [V [V] [DP case_agr]] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,0,1,1,1,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
