input,winner,probability,harmony,operation,output,merge_cond_(59.09),case_(47.04),label_cons_(44.71),exhaust_ws_(54.45),foc_(17.29),case_mt_(57.30),case_agr_(30.95),LB_DP_(100.00),LB_V_(60.70),LB_v_(23.60),LB_DP2_(5.76),LB_T_(26.63),LB_C_(0.00),wh_agr_(0.00),foc_agr_(0.00),cl_agr_(0.00),wh_(0.00),cl_(0.00),wh_mt_(0.00),foc_mt_(0.00),cl_mt_(0.00)
"phrasal_[DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,5.852031970720499e-05,-71.74555144709235,rMerge,"[DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]",0,0,0,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",1,1.0,-17.29254779704355,Agree,"[.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,0,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,3.0289457306283654e-33,-92.16964125055924,Label,"[T case [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,0,0,0,2,0,1,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,1.1683997549837594e-23,-70.09636985407754,Label,"[DP2 case_agr [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,1,0,0,1,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,8.337191923107521e-46,-121.09073561496233,xMerge,"[.. [C] [.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,0,1,0,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,1.8723230799761529e-69,-175.5437392650111,iMerge,"[.. [T case] [.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,0,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,1.8723230799761529e-69,-175.5437392650111,iMerge,"[.. [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]] [.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,0,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,6.059529123726102e-62,-158.25119146796757,iMerge,"[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,1.8723230799761529e-69,-175.5437392650111,iMerge,"[.. [DP] [.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,0,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,6.74240367619772e-83,-206.49869402568598,iMerge,"[.. [V [V] [DP case_agr]] [.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,0,1,1,1,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,8.617641171952839e-44,-116.45248048749899,rMerge,"[.. [T case] [DP2 case_agr [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,0,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",1,0.9998611091610522,-61.21468648988437,Label,"[T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,0,0,0,2,0,0,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,0.00013889083894782968,-70.09636985407754,Label,"[DP2 [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,1,0,0,1,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,9.910645528041632e-27,-121.09073561496233,xMerge,"[.. [C] [.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,0,1,0,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,2.2256810843210677e-50,-175.5437392650111,iMerge,"[.. [T case] [.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,0,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,2.2256810843210677e-50,-175.5437392650111,iMerge,"[.. [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]] [.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,0,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,7.203126156379791e-43,-158.25119146796757,iMerge,"[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,2.2256810843210677e-50,-175.5437392650111,iMerge,"[.. [DP] [.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,0,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,8.014877606038604e-64,-206.49869402568598,iMerge,"[.. [V [V] [DP case_agr]] [.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,0,1,1,1,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,1.024402313521989e-24,-116.45248048749899,rMerge,"[.. [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,0,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",1,0.9999414771301587,-79.29202463449373,xMerge,"[.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,0,1,0,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,7.267644260291146e-17,-116.45248048749899,iMerge,"[.. [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,0,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,2.35207814971103e-09,-99.15993269045543,iMerge,"[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,2.245616418001757e-24,-133.74502828454254,iMerge,"[.. [DP] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,0,1,1,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,8.086666534206182e-38,-164.6999830452174,iMerge,"[.. [V [V] [DP case_agr]] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,0,1,1,2,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,5.8520517763128564e-05,-89.0380992441359,rMerge,"[T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]",0,0,0,1,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,0.9999119082078423,-51.87764339113065,Label,"[C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,0,0,0,3,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,8.809179215786882e-05,-61.21468648988437,Label,"[T [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,0,0,0,2,0,0,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,6.058995328945895e-62,-192.83628706205468,iMerge,"[.. [C] [.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",1,0,1,1,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,6.058995328945895e-62,-192.83628706205468,iMerge,"[.. [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]] [.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",1,0,1,1,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,1.9609147079860132e-54,-175.5437392650111,iMerge,"[.. [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]] [.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",1,0,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,6.346244357750187e-47,-158.25119146796757,iMerge,"[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",1,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,6.058995328945895e-62,-192.83628706205468,iMerge,"[.. [DP] [.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",1,0,1,1,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,2.181898669991823e-75,-223.79124182272955,iMerge,"[.. [V [V] [DP case_agr]] [.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",1,0,1,1,2,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,2.788741332401877e-36,-133.74502828454254,rMerge,"[.. [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,0,1,1,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,9.540037201073541e-16,-133.74502828454254,iMerge,"[.. [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,0,1,1,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,3.087508447637823e-08,-116.45248048749899,iMerge,"[.. [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,0,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",1,0.9992317863458857,-99.15993269045543,iMerge,"[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,2.9477590536634705e-23,-151.03757608158608,iMerge,"[.. [DP] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,0,1,1,3,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,1.0615145266605822e-36,-181.99253084226095,iMerge,"[.. [V [V] [DP case_agr]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,0,1,1,3,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,0.0007681827790288323,-106.33064704117945,rMerge,"[C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]",0,0,0,1,3,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,0.0018175912593152606,-23.60097169032542,Label,"[v foc [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",1,0.9981824087406848,-17.29254779704355,Label,"[C [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,0,0,0,1,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,6.048515376555252e-62,-158.25119146796757,iMerge,"[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]]",1,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,6.048515376555252e-62,-158.25119146796757,iMerge,"[.. [DP] [.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]]",1,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,2.178124744952884e-75,-189.20614622864244,iMerge,"[.. [V [V] [DP case_agr]] [.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]]",1,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,1.7843273408730134e-84,-210.12883485909822,iMerge,"[.. [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]] [.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]]",1,0,1,1,3,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,5.774742406325776e-77,-192.83628706205468,iMerge,"[.. [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]] [.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]]",1,0,1,1,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,1.8689199619113742e-69,-175.5437392650111,iMerge,"[.. [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]] [.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]]",1,0,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
