input,winner,probability,harmony,operation,output,merge_cond_(59.09),case_(47.04),label_cons_(44.71),exhaust_ws_(54.45),foc_(17.29),case_mt_(57.30),case_agr_(30.95),LB_DP_(100.00),LB_V_(60.70),LB_v_(23.60),LB_DP2_(5.76),LB_T_(26.63),LB_C_(0.00),wh_agr_(0.00),foc_agr_(0.00),cl_agr_(0.00),wh_(0.00),cl_(0.00),wh_mt_(0.00),foc_mt_(0.00),cl_mt_(0.00)
"phrasal_[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,2.783917780838176e-36,-99.15993269045543,rMerge,"[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[C [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,1.2418967804931438e-12,-99.15993269045543,iMerge,"[.. [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]]",0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[C [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,3.837314678397875e-20,-116.45248048749899,iMerge,"[.. [DP] [C [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]]",0,0,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[C [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,1.381851501541454e-33,-147.40743524817384,iMerge,"[.. [V [V] [DP case_agr]] [C [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]]",0,0,1,1,1,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[C [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,1.1856850079924238e-27,-133.74502828454254,iMerge,"[.. [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]] [C [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]]",0,0,1,1,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[C [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,3.837314678397875e-20,-116.45248048749899,iMerge,"[.. [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]] [C [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]]",0,0,1,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"phrasal_[C [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",1,0.9999999999987581,-71.74555144709235,rMerge,"[C [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]] [C [C] [T [T case] [DP2 [DP2 case_agr] [v foc [DP] [v case,foc [v case,foc] [V [V] [DP case_agr]]]]]]]]",0,0,0,1,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[DP case_agr],0,3.3867364051284326e-06,-57.302510944062774,mtAgree,[DP],0,0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[DP case_agr],1,0.9999380929438877,-44.70692904040663,xMerge,[.. [V] [DP case_agr]],0,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[DP case_agr],0,2.1725285755218803e-26,-103.79818781791877,xMerge,[.. [v] [DP case_agr]],1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[DP case_agr],0,2.1725285755218803e-26,-103.79818781791877,xMerge,[.. [T case] [DP case_agr]],1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[DP case_agr],0,2.1725285755218803e-26,-103.79818781791877,xMerge,[.. [C] [DP case_agr]],1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[DP case_agr],0,5.852031970720499e-05,-54.45300365004881,rMerge,[DP case_agr],0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [V] [DP case_agr]],1,0.9991958003379898,-91.65615492614296,Label,[V [V] [DP case_agr]],0,0,0,0,0,0,1,0,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [V] [DP case_agr]],0,0.00023766472473758457,-100.0,Label,[DP case_agr [V] [DP case_agr]],0,0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [V] [DP case_agr]],0,5.326386977744542e-06,-103.79818781791877,xMerge,[.. [v] [.. [V] [DP case_agr]]],1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [V] [DP case_agr]],0,5.326386977744542e-06,-103.79818781791877,xMerge,[.. [T case] [.. [V] [DP case_agr]]],1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [V] [DP case_agr]],0,5.326386977744542e-06,-103.79818781791877,xMerge,[.. [C] [.. [V] [DP case_agr]]],1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [V] [DP case_agr]],0,1.1961722080158447e-29,-158.25119146796757,iMerge,[.. [V] [.. [V] [DP case_agr]]],1,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [V] [DP case_agr]],0,1.1961722080158447e-29,-158.25119146796757,iMerge,[.. [DP case_agr] [.. [V] [DP case_agr]]],1,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [V] [DP case_agr]],0,0.0005505557763393333,-99.15993269045543,rMerge,[.. [V] [DP case_agr]],0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[V [V] [DP case_agr]],1,0.9999414794197435,-75.6618838010815,xMerge,[.. [v] [V [V] [DP case_agr]]],0,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[V [V] [DP case_agr]],0,2.1725359331929544e-26,-134.75314257859364,xMerge,[.. [T case] [V [V] [DP case_agr]]],1,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[V [V] [DP case_agr]],0,2.1725359331929544e-26,-134.75314257859364,xMerge,[.. [C] [V [V] [DP case_agr]]],1,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[V [V] [DP case_agr]],0,6.23593552054476e-11,-99.15993269045543,iMerge,[.. [DP case_agr] [V [V] [DP case_agr]]],0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[V [V] [DP case_agr]],0,5.8520517897124934e-05,-85.40795841072367,rMerge,[V [V] [DP case_agr]],0,0,0,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [v] [V [V] [DP case_agr]]],1,0.9978609960652141,-85.51088121167516,Label,[v [v] [V [V] [DP case_agr]]],0,0,0,0,0,0,2,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [v] [V [V] [DP case_agr]]],0,0.0021390039347858746,-91.65615492614296,Label,[V [v] [V [V] [DP case_agr]]],0,0,0,0,0,0,1,0,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [v] [V [V] [DP case_agr]]],0,4.1060823896981986e-22,-134.75314257859364,xMerge,[.. [T case] [.. [v] [V [V] [DP case_agr]]]],1,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [v] [V [V] [DP case_agr]]],0,4.1060823896981986e-22,-134.75314257859364,xMerge,[.. [C] [.. [v] [V [V] [DP case_agr]]]],1,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [v] [V [V] [DP case_agr]]],0,9.221225680564575e-46,-189.20614622864244,iMerge,[.. [v] [.. [v] [V [V] [DP case_agr]]]],1,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [v] [V [V] [DP case_agr]]],0,9.221225680564575e-46,-189.20614622864244,iMerge,[.. [V [V] [DP case_agr]] [.. [v] [V [V] [DP case_agr]]]],1,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [v] [V [V] [DP case_agr]]],0,2.560676354686356e-32,-158.25119146796757,iMerge,[.. [DP case_agr] [.. [v] [V [V] [DP case_agr]]]],1,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [v] [V [V] [DP case_agr]]],0,4.2442041616938975e-20,-130.1148874511303,rMerge,[.. [v] [V [V] [DP case_agr]]],0,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[v [v] [V [V] [DP case_agr]]],0,0.0005771068200592174,-106.61683856175637,xMerge,[.. [T case] [v [v] [V [V] [DP case_agr]]]],0,0,1,0,0,0,2,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[v [v] [V [V] [DP case_agr]]],0,1.2538586804069072e-29,-165.7080973392685,xMerge,[.. [C] [v [v] [V [V] [DP case_agr]]]],1,0,1,0,0,0,2,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[v [v] [V [V] [DP case_agr]]],0,3.599011534599261e-14,-130.1148874511303,iMerge,[.. [V [V] [DP case_agr]] [v [v] [V [V] [DP case_agr]]]],0,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[v [v] [V [V] [DP case_agr]]],1,0.9994228594053383,-99.15993269045543,iMerge,[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[v [v] [V [V] [DP case_agr]]],0,3.377456649905772e-08,-116.36291317139853,rMerge,[v [v] [V [V] [DP case_agr]]],0,0,0,1,0,0,2,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,1.836071639699446e-20,-100.0,Label,[DP case_agr [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],1,1.0,-54.55592645100029,Label,[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,0,0,0,0,0,1,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,4.1148841430714165e-22,-103.79818781791877,xMerge,[.. [T case] [.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,4.1148841430714165e-22,-103.79818781791877,xMerge,[.. [C] [.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,9.240992199240076e-46,-158.25119146796757,iMerge,[.. [DP case_agr] [.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,1.1983578451920233e-72,-220.1611009893173,iMerge,[.. [v [v] [V [V] [DP case_agr]]] [.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,0,1,1,0,0,2,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,3.3277643395104817e-59,-189.20614622864244,iMerge,[.. [V [V] [DP case_agr]] [.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,4.2533019913893124e-20,-99.15993269045543,rMerge,[.. [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],1,0.9999414794197435,-75.6618838010815,xMerge,[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,2.1725359331929544e-26,-134.75314257859364,xMerge,[.. [C] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,6.23593552054476e-11,-99.15993269045543,iMerge,[.. [DP case_agr] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,2.2456164231436194e-24,-130.1148874511303,iMerge,[.. [V [V] [DP case_agr]] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,5.8520517897124934e-05,-85.40795841072367,rMerge,[v [DP case_agr] [v [v] [V [V] [DP case_agr]]]],0,0,0,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,0.9999978672615853,-88.539500417147,Label,[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,0,0,0,0,0,2,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,2.132738414580506e-06,-101.59760204772941,Label,[v [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,1,0,0,0,0,1,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,8.5049016218715e-21,-134.75314257859364,xMerge,[.. [C] [.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,1.9099864494448477e-44,-189.20614622864244,iMerge,[.. [T case] [.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,1.9099864494448477e-44,-189.20614622864244,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,5.303912200276311e-31,-158.25119146796757,iMerge,[.. [DP case_agr] [.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,1.9099864494448477e-44,-189.20614622864244,iMerge,[.. [V [V] [DP case_agr]] [.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,8.790992345625421e-19,-130.1148874511303,rMerge,[.. [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,0.0005771068200591966,-106.61683856175637,xMerge,[.. [C] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,0,1,0,0,0,2,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,3.599011534599132e-14,-130.1148874511303,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],1,0.9994228594053023,-99.15993269045543,iMerge,[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,3.599011534599132e-14,-130.1148874511303,iMerge,[.. [V [V] [DP case_agr]] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,3.3774566499056503e-08,-116.36291317139853,rMerge,[T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]],0,0,0,1,0,0,2,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1.0,0.0,Agree,[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1.3823298253817122e-64,-147.04167559672914,Label,[DP case_agr [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,9.802787278124231e-26,-57.58454565647214,Label,[T case [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,0,0,0,0,0,1,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,8.337191923107552e-46,-103.79818781791877,xMerge,[.. [C] [.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1.872323079976133e-69,-158.25119146796757,iMerge,[.. [DP case_agr] [.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,2.428000157610782e-96,-220.1611009893173,iMerge,[.. [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]] [.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,0,1,1,0,0,2,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,6.742403676197648e-83,-189.20614622864244,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,6.742403676197648e-83,-189.20614622864244,iMerge,[.. [V [V] [DP case_agr]] [.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,8.61764117195287e-44,-99.15993269045543,rMerge,[.. [DP case_agr] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,5.0780393265713e-53,-147.04167559672914,Label,[DP [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,1,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
