input,winner,probability,harmony,operation,output,merge_cond_(59.09),case_(47.04),label_cons_(44.71),exhaust_ws_(54.45),foc_(17.29),case_mt_(57.30),case_agr_(30.95),LB_DP_(100.00),LB_V_(60.70),LB_v_(23.60),LB_DP2_(5.76),LB_T_(26.63),LB_C_(0.00),wh_agr_(0.00),foc_agr_(0.00),cl_agr_(0.00),wh_(0.00),cl_(0.00),wh_mt_(0.00),foc_mt_(0.00),cl_mt_(0.00)
unaccusative_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,1.0,-26.62959089579727,Label,[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,3.062698039306362e-34,-103.79818781791877,xMerge,[.. [C] [.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,6.878047523528237e-58,-158.25119146796757,iMerge,[.. [DP] [.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,8.919347654141979e-85,-220.1611009893173,iMerge,[.. [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]] [.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,0,1,1,0,0,2,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,2.4768467260623666e-71,-189.20614622864244,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,2.4768467260623666e-71,-189.20614622864244,iMerge,[.. [V [V] [DP case_agr]] [.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,3.1657220997436497e-32,-99.15993269045543,rMerge,[.. [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],1,0.9999414794820993,-44.70692904040663,xMerge,[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,2.2456164232836388e-24,-99.15993269045543,iMerge,[.. [DP] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,8.086666553226714e-38,-130.1148874511303,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,8.086666553226714e-38,-130.1148874511303,iMerge,[.. [V [V] [DP case_agr]] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,5.852051790077341e-05,-54.45300365004881,rMerge,[T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]],0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,0.9999999999972777,0.0,Label,[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,0,0,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,2.7221723513340735e-12,-26.62959089579727,Label,[T [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,0,0,0,0,0,0,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1.8723230799710362e-69,-158.25119146796757,iMerge,[.. [C] [.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],1,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1.8723230799710362e-69,-158.25119146796757,iMerge,[.. [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]] [.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],1,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1.8723230799710362e-69,-158.25119146796757,iMerge,[.. [DP] [.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],1,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,6.742403676179293e-83,-189.20614622864244,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],1,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,6.742403676179293e-83,-189.20614622864244,iMerge,[.. [V [V] [DP case_agr]] [.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],1,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,8.617641171929411e-44,-99.15993269045543,rMerge,[.. [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,3.8373146784026676e-20,-99.15993269045543,iMerge,[.. [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]] [C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,3.8373146784026676e-20,-99.15993269045543,iMerge,[.. [DP] [C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1.3818515015431605e-33,-130.1148874511303,iMerge,[.. [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]] [C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],0,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,1.3818515015431605e-33,-130.1148874511303,iMerge,[.. [V [V] [DP case_agr]] [C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]]],0,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unaccusative_[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],1,1.0,-54.45300365004881,rMerge,[C [C] [T [DP] [T case [T case] [v [DP case_agr] [v [v] [V [V] [DP case_agr]]]]]]],0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[DP case_agr],0,3.3867364051284326e-06,-57.302510944062774,mtAgree,[DP],0,0,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[DP case_agr],1,0.9999380929438877,-44.70692904040663,xMerge,[.. [V] [DP case_agr]],0,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[DP case_agr],0,2.1725285755218803e-26,-103.79818781791877,xMerge,[.. [v case] [DP case_agr]],1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[DP case_agr],0,2.1725285755218803e-26,-103.79818781791877,xMerge,[.. [DP2 case_agr] [DP case_agr]],1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[DP case_agr],0,2.1725285755218803e-26,-103.79818781791877,xMerge,[.. [T case] [DP case_agr]],1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[DP case_agr],0,2.1725285755218803e-26,-103.79818781791877,xMerge,[.. [C] [DP case_agr]],1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[DP case_agr],0,5.852031970720499e-05,-54.45300365004881,rMerge,[DP case_agr],0,0,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [V] [DP case_agr]],1,0.9991904782628382,-91.65615492614296,Label,[V [V] [DP case_agr]],0,0,0,0,0,0,1,0,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [V] [DP case_agr]],0,0.0002376634588500323,-100.0,Label,[DP case_agr [V] [DP case_agr]],0,0,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [V] [DP case_agr]],0,5.3263586074974165e-06,-103.79818781791877,xMerge,[.. [v case] [.. [V] [DP case_agr]]],1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [V] [DP case_agr]],0,5.3263586074974165e-06,-103.79818781791877,xMerge,[.. [DP2 case_agr] [.. [V] [DP case_agr]]],1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [V] [DP case_agr]],0,5.3263586074974165e-06,-103.79818781791877,xMerge,[.. [T case] [.. [V] [DP case_agr]]],1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [V] [DP case_agr]],0,5.3263586074974165e-06,-103.79818781791877,xMerge,[.. [C] [.. [V] [DP case_agr]]],1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [V] [DP case_agr]],0,1.1961658367737086e-29,-158.25119146796757,iMerge,[.. [V] [.. [V] [DP case_agr]]],1,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [V] [DP case_agr]],0,1.1961658367737086e-29,-158.25119146796757,iMerge,[.. [DP case_agr] [.. [V] [DP case_agr]]],1,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [V] [DP case_agr]],0,0.0005505528438818351,-99.15993269045543,rMerge,[.. [V] [DP case_agr]],0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[V [V] [DP case_agr]],1,0.9999414794197435,-75.6618838010815,xMerge,[.. [v case] [V [V] [DP case_agr]]],0,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[V [V] [DP case_agr]],0,2.1725359331929544e-26,-134.75314257859364,xMerge,[.. [DP2 case_agr] [V [V] [DP case_agr]]],1,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[V [V] [DP case_agr]],0,2.1725359331929544e-26,-134.75314257859364,xMerge,[.. [T case] [V [V] [DP case_agr]]],1,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[V [V] [DP case_agr]],0,2.1725359331929544e-26,-134.75314257859364,xMerge,[.. [C] [V [V] [DP case_agr]]],1,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[V [V] [DP case_agr]],0,6.23593552054476e-11,-99.15993269045543,iMerge,[.. [DP case_agr] [V [V] [DP case_agr]]],0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[V [V] [DP case_agr]],0,5.8520517897124934e-05,-85.40795841072367,rMerge,[V [V] [DP case_agr]],0,0,0,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [v case] [V [V] [DP case_agr]]],1,1.0,-85.51088121167516,Label,[v case [v case] [V [V] [DP case_agr]]],0,0,0,0,0,0,2,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [v case] [V [V] [DP case_agr]]],0,7.965286564334592e-24,-138.6978305228721,Label,[V [v case] [V [V] [DP case_agr]]],0,1,0,0,0,0,1,0,1,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [v case] [V [V] [DP case_agr]]],0,4.1148841430714165e-22,-134.75314257859364,xMerge,[.. [DP2 case_agr] [.. [v case] [V [V] [DP case_agr]]]],1,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [v case] [V [V] [DP case_agr]]],0,4.1148841430714165e-22,-134.75314257859364,xMerge,[.. [T case] [.. [v case] [V [V] [DP case_agr]]]],1,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [v case] [V [V] [DP case_agr]]],0,4.1148841430714165e-22,-134.75314257859364,xMerge,[.. [C] [.. [v case] [V [V] [DP case_agr]]]],1,0,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [v case] [V [V] [DP case_agr]]],0,9.240992199240076e-46,-189.20614622864244,iMerge,[.. [v case] [.. [v case] [V [V] [DP case_agr]]]],1,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [v case] [V [V] [DP case_agr]]],0,9.240992199240076e-46,-189.20614622864244,iMerge,[.. [V [V] [DP case_agr]] [.. [v case] [V [V] [DP case_agr]]]],1,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [v case] [V [V] [DP case_agr]]],0,2.5661653925583496e-32,-158.25119146796757,iMerge,[.. [DP case_agr] [.. [v case] [V [V] [DP case_agr]]]],1,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [v case] [V [V] [DP case_agr]]],0,4.2533019913893124e-20,-130.1148874511303,rMerge,[.. [v case] [V [V] [DP case_agr]]],0,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[v case [v case] [V [V] [DP case_agr]]],0,0.0005771068200592174,-106.61683856175637,xMerge,[.. [DP2 case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,0,1,0,0,0,2,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[v case [v case] [V [V] [DP case_agr]]],0,1.2538586804069072e-29,-165.7080973392685,xMerge,[.. [T case] [v case [v case] [V [V] [DP case_agr]]]],1,0,1,0,0,0,2,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[v case [v case] [V [V] [DP case_agr]]],0,1.2538586804069072e-29,-165.7080973392685,xMerge,[.. [C] [v case [v case] [V [V] [DP case_agr]]]],1,0,1,0,0,0,2,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[v case [v case] [V [V] [DP case_agr]]],0,3.599011534599261e-14,-130.1148874511303,iMerge,[.. [V [V] [DP case_agr]] [v case [v case] [V [V] [DP case_agr]]]],0,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[v case [v case] [V [V] [DP case_agr]]],1,0.9994228594053383,-99.15993269045543,iMerge,[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[v case [v case] [V [V] [DP case_agr]]],0,3.377456649905772e-08,-116.36291317139853,rMerge,[v case [v case] [V [V] [DP case_agr]]],0,0,0,1,0,0,2,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],1,1.0,0.0,Agree,[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,1.3823298253817122e-64,-147.04167559672914,Label,[DP case_agr [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,1,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,2.026106114590273e-24,-54.55592645100029,Label,[v case [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,0,0,0,0,0,1,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,8.337191923107552e-46,-103.79818781791877,xMerge,[.. [DP2 case_agr] [.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]]],1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,8.337191923107552e-46,-103.79818781791877,xMerge,[.. [T case] [.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]]],1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,8.337191923107552e-46,-103.79818781791877,xMerge,[.. [C] [.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]]],1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,1.872323079976133e-69,-158.25119146796757,iMerge,[.. [DP case_agr] [.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]]],1,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,2.428000157610782e-96,-220.1611009893173,iMerge,[.. [v case [v case] [V [V] [DP case_agr]]] [.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]]],1,0,1,1,0,0,2,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,6.742403676197648e-83,-189.20614622864244,iMerge,[.. [V [V] [DP case_agr]] [.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]]],1,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,8.61764117195287e-44,-99.15993269045543,rMerge,[.. [DP case_agr] [v case [v case] [V [V] [DP case_agr]]]],0,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,2.4568772064731664e-54,-147.04167559672914,Label,[DP [DP] [v case [v case] [V [V] [DP case_agr]]]],0,1,0,0,0,0,0,1,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],1,1.0,-23.60097169032542,Label,[v [DP] [v case [v case] [V [V] [DP case_agr]]]],0,0,0,0,0,0,0,0,0,1,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,1.481806760280159e-35,-103.79818781791877,xMerge,[.. [DP2 case_agr] [.. [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,1.481806760280159e-35,-103.79818781791877,xMerge,[.. [T case] [.. [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,1.481806760280159e-35,-103.79818781791877,xMerge,[.. [C] [.. [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,0,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,3.32776433951047e-59,-158.25119146796757,iMerge,[.. [DP] [.. [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,0,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,4.315394296654163e-86,-220.1611009893173,iMerge,[.. [v case [v case] [V [V] [DP case_agr]]] [.. [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,0,1,1,0,0,2,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accusative_[.. [DP] [v case [v case] [V [V] [DP case_agr]]]],0,1.198357845192019e-72,-189.20614622864244,iMerge,[.. [V [V] [DP case_agr]] [.. [DP] [v case [v case] [V [V] [DP case_agr]]]]],1,0,1,1,0,0,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
